id,context,question,answer0,answer1,answer2,answer3,label
3EQPA8A376APFL9KTUAKY9E4T54JZC##3R2UR8A0IDVHYLYWYRK6Y4B3CJBXOQ##A2RUHO7I7Y4XFA##Blog_230633##q1_a2##3IJ95K7NDZQL7U50I0EN69FFR8QNGO,"School 's become such a drag and waste of time for me . I think I could learn more through out - of - school experiences and self - educating than I do inside those damn ritzy corridors . I ' m starting to believe I only attend classes to keep my mom from being mortified - heh , dropping out , mom ! - and to see my friends / keep my promise to Mai .",How do you feel about school ?,None of the above choices .,I feel like dropping out .,I like to attend classes .,I hate seeing my old friends there .,1
34F34TZU7YDZ9A684N16BY4W7SPJ2D##3M1CVSFP63K8NK3J2UKW31V5QK1AQU##A2WPPQC8S3ICVZ##Blog_955295##q1_a1##3VGZ74AYTIU2GQ89TA59QYL3S48GCV,"I spent all of Sunday either retching or feeling wretched , and trying to sleep it all off or watching the Olympics . I ate very little because I was afraid I 'd just puke it up . It 's crazy , I barfed so much that I could n't believe I had any cookies left to toss . That was TMI , sorry . I felt kind of sad that I was alone and sick , but in the condition I was in , I did n't really want anyone around me anyway .",What may be true about me ?,I was sick over the weekend .,I went to the Olympics .,None of the above choices .,I invited people to keep me company .,0
34F34TZU7YDZ9A684N16BY4W7SPJ2D##3M1CVSFP63K8NK3J2UKW31V5QK1AQU##A2WPPQC8S3ICVZ##Blog_955295##q2_a1##3K3G488TR4M8UUT8HWND66JV6AVQ5S,"I spent all of Sunday either retching or feeling wretched , and trying to sleep it all off or watching the Olympics . I ate very little because I was afraid I 'd just puke it up . It 's crazy , I barfed so much that I could n't believe I had any cookies left to toss . That was TMI , sorry . I felt kind of sad that I was alone and sick , but in the condition I was in , I did n't really want anyone around me anyway .",What may be the reason I did n't invite anyone ?,None of the above choices .,I knew no one would show up .,I was out of the house on Sunday .,I felt unfit to have company .,3
3LG268AV3AK82E115C5GFQZCB6PREG##3LKC68YZ3DI29LT6OMOKWLXWV5OWOJ##A3VVR8NR3ED04C##Blog_864278##q1_a1##3YOAVL4CA2VZC3QZQNNGS7PKANX4ZG,"OK i m back after a short recess . sorry about the huge gap , but i was in CAPE MAY bitch ! and i was havin fun up there and stuff.well....mostly funWe had two visitors when we were up there , and they stayed with us for two nights . Now i have no problem with them , but we 're not really that close .",Why would the narrator be feeling so relaxed despite in a formal environment ?,They were just on vacation .,They just got a massage .,None of the above choices .,They just got a raise .,0
3LG268AV3AK82E115C5GFQZCB6PREG##3LKC68YZ3DI29LT6OMOKWLXWV5OWOJ##A3VVR8NR3ED04C##Blog_864278##q1_a2##3XAOZ9UYR1596CSPG9L13G6DT01Q1U,"OK i m back after a short recess . sorry about the huge gap , but i was in CAPE MAY bitch ! and i was havin fun up there and stuff.well....mostly funWe had two visitors when we were up there , and they stayed with us for two nights . Now i have no problem with them , but we 're not really that close .",Why would the narrator be feeling so relaxed despite in a formal environment ?,They just got a massage .,They just got a raise .,They are coming back from Cape May.,None of the above choices .,2
33K3E8REWY9BQ9DM18P8CYPE4AXX8N##3RYC5T2D768FMPOL4SRTYMU5JVTPRK##A3VVR8NR3ED04C##Blog_513639##q1_a1##3K3IX1W4S85K0O4ACFZ5EC96SB0APG,"She is not one for medication so we did not find anything else . But the point is that this highly educated scholar and author found herself in an embarrassing situation because she had a bottle in her cabinet with a label she did not understand and no obvious visible warning on the possible hazards . With billions of dollars of sales of pharmaceuticals , drugs have to be kept somewhere and that somewhere is usually the medicine cabinet . Benzos , opiates , stimulants - What 's In Your Medicine Cabinet ?",What may be worrying the narrator about their friend 's behavior ?,They are addicted to alcohol .,None of the above choices .,They are addicted to drugs like cocaine .,They are addicted to drugs .,3
33K3E8REWY9BQ9DM18P8CYPE4AXX8N##3RYC5T2D768FMPOL4SRTYMU5JVTPRK##A3VVR8NR3ED04C##Blog_513639##q1_a2##3TX9T2ZCBBFBL59J0TTZNZ8BUT9ZW0,"She is not one for medication so we did not find anything else . But the point is that this highly educated scholar and author found herself in an embarrassing situation because she had a bottle in her cabinet with a label she did not understand and no obvious visible warning on the possible hazards . With billions of dollars of sales of pharmaceuticals , drugs have to be kept somewhere and that somewhere is usually the medicine cabinet . Benzos , opiates , stimulants - What 's In Your Medicine Cabinet ?",What may be worrying the narrator about their friend 's behavior ?,They are addicted to psycotheraputic drugs .,None of the above choices .,They are addicted to drugs like cocaine .,They are addicted to alcohol .,0
33CLA8O0MI9LE32QGPDM5AW4XMZFR2##3TUI152ZZCLXY7RCMEF302ETDOP1QT##A2RB88RMXUR0TH##Blog_1259786##q1_a1##3G4VVJO6P1UQC1DWO6CU8QC2XC0KPP,"Well , now it 's time to go through and get rid of the stuff I do n't need . While reading one of Stacy Julian 's books ( i think it 's Photo Freedom ) , I saw her idea of buying a rubbermaid type file box . She has 12 hanging file folders in there for each child , which is 1st through 12th grade , and they 're already set up so all she has to do is put the papers she wants to keep in there . I love that it 's all in one place .",Why is the writer looking into filing systems ?,None of the above choices .,They are tired of being too organized .,They want to puchase more things .,They are trying to be more organized .,3
33CLA8O0MI9LE32QGPDM5AW4XMZFR2##3TUI152ZZCLXY7RCMEF302ETDOP1QT##A2RB88RMXUR0TH##Blog_1259786##q1_a2##35YHTYFL1IHS1ZIE97UWY59FB4KFV3,"Well , now it 's time to go through and get rid of the stuff I do n't need . While reading one of Stacy Julian 's books ( i think it 's Photo Freedom ) , I saw her idea of buying a rubbermaid type file box . She has 12 hanging file folders in there for each child , which is 1st through 12th grade , and they 're already set up so all she has to do is put the papers she wants to keep in there . I love that it 's all in one place .",Why is the writer looking into filing systems ?,None of the above choices .,They are tired of being too organized .,They want to puchase more things .,They are trying to downsize on their belongings .,3
33CLA8O0MI9LE32QGPDM5AW4XMZFR2##3TUI152ZZCLXY7RCMEF302ETDOP1QT##A2RB88RMXUR0TH##Blog_1259786##q2_a1##3LN50BUKPXP1W7VE96OVNQPHMC5PLX,"Well , now it 's time to go through and get rid of the stuff I do n't need . While reading one of Stacy Julian 's books ( i think it 's Photo Freedom ) , I saw her idea of buying a rubbermaid type file box . She has 12 hanging file folders in there for each child , which is 1st through 12th grade , and they 're already set up so all she has to do is put the papers she wants to keep in there . I love that it 's all in one place .",What will the writer most likely do next ?,They will purchase several new things .,They will purchase a filing system .,None of the above choices .,They will recycle the children 's schoolwork .,1
33CLA8O0MI9LE32QGPDM5AW4XMZFR2##3TUI152ZZCLXY7RCMEF302ETDOP1QT##A2RB88RMXUR0TH##Blog_1259786##q2_a1##3P4ZBJFX2XH5GOIJZHZSK7STIDMFWD,"Well , now it 's time to go through and get rid of the stuff I do n't need . While reading one of Stacy Julian 's books ( i think it 's Photo Freedom ) , I saw her idea of buying a rubbermaid type file box . She has 12 hanging file folders in there for each child , which is 1st through 12th grade , and they 're already set up so all she has to do is put the papers she wants to keep in there . I love that it 's all in one place .",What will the writer most likely do next ?,They will purchase several new things .,They will organize their kids ' schoolwork .,They will recycle the children 's schoolwork .,None of the above choices .,1
3R5LWXWHR06BPZKX08PWCDI4ZPZXG8##3S06PH7KSS239YN7HS9J037UV641DN##A1DBE2OL84TBKB##Blog_415915##q1_a1##3BO3NEOQM2VSJ2H6ZK9L5F8U6RXAIK,"A little later , someone called me and set up an appointment to make a house visit to check the defective decoder . The agreement was reached : Friday , 19th of September noon time . Make a call first before heading to my small room . The day came but the assigned person somehow got stuck in the elevator or got lost somewhere along the way . Until now I still ca n't watch National Geographic or Star Movies . Is the lame customer response due to the bad pay rate to NOW TV workers ?",Why does the decoder need to be fixed ?,It helps to control the elevator,Not all the channels are coming through,It is an important feature of the room,It will lead to a better pay rate for the workers,1
3W1K7D6QSBF43DC1L4L38N7IREUZBJ##378XPAWRUDBGBXGT5P3N21GARDCAIW##A32W24TWSWXW##Blog_657359##q1_a1##3VDI8GSXAH704NIWCYP4OCPJ1RGG87,"Yesterday , I had my hair highlighted and I went to the tanning bed . Today , a magical guitar playing babysitter drove up in my driveway on his motorcycle and gave me the freedom to get out of my house and go see the new Batman movie with Jeremy . When I got home from the movie he had cookies baked . Tonight , Jeremy gave the kids a bath while I sat and ate cookies .",What may have been my evening had the babysitter not shown up ?,None of the above choices .,I would have gone to the salon and had my hair highlighted .,"I would have gone to the movies with Jeremy , to see Batman .","I would have stayed home for the night , with the children .",3
33EEIIWHK9LPSO8NNN5QA4DTI7XQVE##3OS46CRSLIEZ5QNXYGXUTJSR95EV6T##A3PPLDHC3CG0YN##Blog_1493990##q1_a1##3JMNNNO3B3ILFU67BMKL0OY49KEW2T,The Sounder Train is lovely . I highly reccomend it . Only $ 7 each way when it 's $ 12 each way for the bus . My Flex Pass works on it which makes it free but still ... not a bus .,What may be a fact about the person who is talking ?,They hate the bus .,None of the above choices .,They hate the train .,They would rather walk .,0
3D1UCPY6GINZAB68HJIK5I0AVQI38Z##3M81GAB8A3YD6U8B88KSYCFB2O3BQ9##A37IJGXG1VEBEK##Blog_225820##q1_a1##32K26U12DP2V3F4II1Z6A56UZS6VDC,"NBA rookie transition program ... weed and hoes ... seems just about right to me . I ' m not sure what the problem is.---""New Lions RB Johnson says Bell stole his luggage""Shit . Dude stole his job .",What may be my favorite sport ?,Football,Baseball,Soccer,Basketball,3
3LAZVA75NIPYGWYY02HBRWXAD5V2O1##3P1L2B7AD2N732I00B5IVCS7X3KLO4##A3FJSCZLT0F0WY##Blog_3773##q1_a1##371QPA24C42MYSKHXDFW8LH0DGX1TY,"He 's really cranky in the afternoon . He is sleeping pretty well at night . He eats at around 11 or midnight , then again at three or four , then not again until six or seven , so I ca n't complain .",What does he usually eat ?,He eats whatever he can find in the refrigerator in the middle of the night .,He eats ice cream and junk food during the night .,He might eat milk or formula .,He eats late night at Taco Bell .,2
3ACRLU860PSLM7KC9FJQFBU8V05BE4##3UJ1CZ6IZK4NUU6FZ2IKQQUKBSQS5R##AS5X6GRDJKWG3##Blog_1602596##q2_a1##3L2OEKSTWBO0QE3W64BAVCWN6M2Y8H,"Here they had half his work ! So I bought "" De Helaasheid der Dingen "" for 12,50 , which is considerably cheaper than online . Read the first chapter when I got home . Again I am surprised by the ' softness ' of the choice of language of our southern neighbours . Concerning the subject it is a wee of a bit of a contrast .",What may happen after they begin their new book ?,None of the above choices .,They will have discussions about the book .,They will teach their readings to others .,They will read other works from the same author .,3
3TUOHPJXYJBMGA94ZB5EQES0L7YXWF##3HOSI13XH23CWI2QHI5ET3WCNIUDDU##A3PPLDHC3CG0YN##Blog_499698##q1_a1##3VADEH0UHEBO0KQ4TFLWZC3CEB7PSF,There is not a scratch on any of the furniture . We purchased the set in Maryland and it does not have a place in our new home . Marlo Furniture is a Virginian manufacturer of fine furniture .,What may happen to the furniture ?,They bring the furniture back .,They store the furniture .,None of the above choices .,They make room for the furniture .,1
3TUOHPJXYJBMGA94ZB5EQES0L7YXWF##3HOSI13XH23CWI2QHI5ET3WCNIUDDU##A3PPLDHC3CG0YN##Blog_499698##q1_a2##351S7I5UGBAVYWV1Q6ZQ3M7UIDTNJ1,There is not a scratch on any of the furniture . We purchased the set in Maryland and it does not have a place in our new home . Marlo Furniture is a Virginian manufacturer of fine furniture .,What may happen to the furniture ?,They bring the furniture back .,They sell the furniture .,None of the above choices .,They make room for the furniture .,1
3TUOHPJXYJBMGA94ZB5EQES0L7YXWF##3HOSI13XH23CWI2QHI5ET3WCNIUDDU##A3PPLDHC3CG0YN##Blog_499698##q2_a1##3S829FDFT4FN749DIG0OYQ3FF76XDH,There is not a scratch on any of the furniture . We purchased the set in Maryland and it does not have a place in our new home . Marlo Furniture is a Virginian manufacturer of fine furniture .,What may be the reason for there not being any scratches on the furniture ?,Because they fixed it .,Because they did n't actually have furniture .,Because it was hardly used .,None of the above choices .,2
